id,original_title,tags,vote_average,release_date
1726,Iron Man,"Iron Man After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil. Action Science Fiction Adventure middle east arms dealer malibu marvel comic superhero based on comic book tony stark iron man aftercreditsstinger marvel cinematic universe counter terrorism agent coulson",7.4,2008-04-30
44826,Hugo,"Hugo Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past. Adventure Drama Family library clock film director key toy boy love orphan robot automaton hiding filmmaking leg brace doberman 3d",7.0,2011-11-22
8487,Wild Wild West,Wild Wild West Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans. Action Adventure Comedy Science Fiction Western steampunk based on tv series steam locomotive drag,5.1,1999-06-29
1735,The Mummy: Tomb of the Dragon Emperor,"The Mummy: Tomb of the Dragon Emperor Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power. Adventure Action Fantasy ",5.2,2008-07-01
297761,Suicide Squad,"Suicide Squad From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences. Action Adventure Crime Fantasy Science Fiction dc comics shared universe anti hero secret mission villain superhero supervillain dc extended universe",5.9,2016-08-02
2698,Evan Almighty,Evan Almighty God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood. Fantasy Comedy Family father son relationship daily life married couple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah's ark,5.3,2007-06-09
137113,Edge of Tomorrow,"Edge of Tomorrow Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop. Action Science Fiction deja vu time warp restart dystopia war alien military officer soldier alien invasion exoskeleton",7.6,2014-05-27
9804,Waterworld,"Waterworld In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back. Adventure Action ocean tattoo mutant water dystopia doomsday",5.9,1995-07-28
14869,G.I. Joe: The Rise of Cobra,"G.I. Joe: The Rise of Cobra From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos. Adventure Action Thriller Science Fiction terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra",5.6,2009-08-04
150540,Inside Out,"Inside Out Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school. Drama Comedy Animation Family dream cartoon imaginary friend animation family moving kids unicorn duringcreditsstinger 3d emotions",8.0,2015-06-09
278927,The Jungle Book,"The Jungle Book After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo. Family Adventure Drama Fantasy based on novel snake wolf elephant tiger feral child panther remake bear jungle talking animal orphan animal talking to animals",6.7,2016-04-07
10138,Iron Man 2,"Iron Man 2 With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies. Adventure Action Science Fiction malibu marvel comic superhero based on comic book revenge aftercreditsstinger marvel cinematic universe",6.6,2010-04-28
58595,Snow White and the Huntsman,"Snow White and the Huntsman After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest. Adventure Fantasy Drama queen magic fairy tale immortality forest deception woman eternal youth snow white evil queen evil stepmother imprisoned sorceress",5.8,2012-05-30
102651,Maleficent,"Maleficent The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well. Fantasy Adventure Action Family Romance fairy tale villain sleeping beauty dark fantasy based on fairy tale adaptation retelling literary adaptation 3d",7.0,2014-05-28
